Rekening Koran - Shopee Indonesia,,,Ringkasan,,,,,Saldo,
Mata Uang:,IDR,,Kredit,,Debit,,,Awal:,240000.0
Tanggal:,2019-07-01-2019-07-31,,Jumlah transaksi:,2,Jumlah transaksi:,0,,Akhir:,267000.0
,,,Total:,27000.0,Total:,0


Tanggal,Penerima Dana,Jumlah Dana,Deskripsi,Status,Saldo
2019-07-31 22:16,Saldo Penjual,20000.0,Penghasilan dari Pesanan #19072807203CG2N,,267000.0
2019-07-08 22:24,Saldo Penjual,7000.0,Penghasilan dari Pesanan #19070613163KG7A,,247000.0
