Rekening Koran - Shopee Indonesia,,,Ringkasan,,,,,Saldo,
Mata Uang:,IDR,,Kredit,,Debit,,,Awal:,0.0
Tanggal:,2023-07-01-2023-07-31,,Jumlah transaksi:,84,Jumlah transaksi:,11,,Akhir:,9060.0
,,,Total:,3491156.0,Total:,3482096.0


Tanggal,Penerima Dana,Jumlah Dana,Deskripsi,Status,Saldo
2023-07-21 17:30,Saldo Penjual,63110.0,Penghasilan dari Pesanan #230718AWXNN4HJ,,221910.0
2023-07-21 17:28,Saldo Penjual,7012.0,Penghasilan dari Pesanan #230718B78FQYDB,,158800.0
2023-07-21 07:15,Saldo Penjual,3506.0,Penghasilan dari Pesanan #2307177W4VYDSK,,151788.0
2023-07-20 20:09,Saldo Penjual,3237.0,Penghasilan dari Pesanan #2307189Y0CWU46,,148282.0
2023-07-20 13:07,Saldo Penjual,98573.0,Penghasilan dari Pesanan #230714057W7K5B,,145045.0
2023-07-20 05:07,Saldo Penjual,34066.0,Penghasilan dari Pesanan #2307140CCB589U,,46472.0
2023-07-19 23:35,Saldo Penjual,5394.0,Penghasilan dari Pesanan #230714VWTV94NN,,12406.0
2023-07-19 19:30,Saldo Penjual,7012.0,Penghasilan dari Pesanan #2307153RF7GK3E,,7012.0
2023-07-19 09:53,Bank,-194462.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-19 03:52,Saldo Penjual,85315.0,Penghasilan dari Pesanan #2307152DRNQDE3,,194462.0
2023-07-18 19:14,Saldo Penjual,5394.0,Penghasilan dari Pesanan #230713TC7R2GAR,,109147.0
2023-07-18 19:04,Saldo Penjual,58435.0,Penghasilan dari Pesanan #230713US7G4EAB,,103753.0
2023-07-17 21:53,Saldo Penjual,28318.0,Penghasilan dari Pesanan #230713UQBECXN7,,45318.0
2023-07-17 21:02,Penyesuaian oleh Shopee,17000.0,"Kompensasi kehilangan untuk paket SPXID034857775707 pada pesanan #230703230YXGSA. Untuk Penjual yang mengaktifkan Asuransi Pengiriman Shopee, pengajuan klaim sedang diproses. Mohon ditunggu",,17000.0
2023-07-17 18:25,Bank,-325438.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-17 04:53,Saldo Penjual,168113.0,Penghasilan dari Pesanan #230709H95XQ0NY,,325438.0
2023-07-17 02:59,Saldo Penjual,157325.0,Penghasilan dari Pesanan #230710J4MNTYAU,,157325.0
2023-07-15 19:55,Bank,-1125755.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-15 12:02,Saldo Penjual,51692.0,Penghasilan dari Pesanan #230706982V63M2,,1125755.0
2023-07-15 07:17,Saldo Penjual,35061.0,Penghasilan dari Pesanan #230709HXD5YT0Q,,1074063.0
2023-07-15 05:35,Saldo Penjual,2157.0,Penghasilan dari Pesanan #230710K2D74X0Y,,1039002.0
2023-07-15 03:20,Saldo Penjual,3371.0,Penghasilan dari Pesanan #2307069J0BPDGN,,1036845.0
2023-07-14 21:40,Saldo Penjual,827080.0,Penghasilan dari Pesanan #230712RQ0U3N32,,1033474.0
2023-07-14 10:38,Saldo Penjual,35061.0,Penghasilan dari Pesanan #230711NX5QK76A,,206394.0
2023-07-14 08:14,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230712RB52ES23,,171333.0
2023-07-14 06:07,Saldo Penjual,5394.0,Penghasilan dari Pesanan #230709GRM5A16R,,160545.0
2023-07-14 05:58,Saldo Penjual,2157.0,Penghasilan dari Pesanan #230709GD8S2V6V,,155151.0
2023-07-14 05:50,Saldo Penjual,1079.0,Penghasilan dari Pesanan #2307069X00AGDX,,152994.0
2023-07-14 05:19,Saldo Penjual,12503.0,Penghasilan dari Pesanan #230708F9RHBUT2,,151915.0
2023-07-14 04:58,Saldo Penjual,3034.0,Penghasilan dari Pesanan #2307069XYFED71,,139412.0
2023-07-14 03:47,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230707AJC8D6TQ,,136378.0
2023-07-14 03:22,Saldo Penjual,27779.0,Penghasilan dari Pesanan #230709GPER5ERX,,125590.0
2023-07-13 20:35,Saldo Penjual,93496.0,Penghasilan dari Pesanan #230709GMH7R0JE,,97811.0
2023-07-13 13:32,Saldo Penjual,4315.0,Penghasilan dari Pesanan #230712Q9XUJN52,,4315.0
2023-07-12 20:47,Bank,-42073.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-12 20:42,Saldo Penjual,42073.0,Penghasilan dari Pesanan #230707CFHB8MRN,,42073.0
2023-07-11 22:11,Bank,-143947.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-11 17:01,Saldo Penjual,18754.0,Penghasilan dari Pesanan #230710K0RF6K8T,,143947.0
2023-07-11 16:34,Saldo Penjual,8631.0,Penghasilan dari Pesanan #230710KANFE283,,125193.0
2023-07-11 14:34,Saldo Penjual,647.0,Penghasilan dari Pesanan #230708F27HXWER,,116562.0
2023-07-11 13:26,Saldo Penjual,4530.0,Penghasilan dari Pesanan #230707ATB64A2X,,115915.0
2023-07-11 06:42,Saldo Penjual,4854.0,Penghasilan dari Pesanan #230701RWN7Y5Q7,,111385.0
2023-07-11 06:17,Saldo Penjual,79561.0,Penghasilan dari Pesanan #2307056XPAUCAE,,106531.0
2023-07-11 05:02,Saldo Penjual,26970.0,Penghasilan dari Pesanan #2307044V632C9R,,26970.0
2023-07-10 21:44,Bank,-184922.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-10 14:00,Saldo Penjual,18204.0,Penghasilan dari Pesanan #230707CTT6DEPQ,,184922.0
2023-07-10 11:15,Saldo Penjual,4854.0,Penghasilan dari Pesanan #2307057GJVSJPF,,166718.0
2023-07-10 02:51,Saldo Penjual,2157.0,Penghasilan dari Pesanan #23070442Y6B317,,161864.0
2023-07-10 02:29,Saldo Penjual,1079.0,Penghasilan dari Pesanan #23070322APKRUE,,159707.0
2023-07-10 02:28,Saldo Penjual,30566.0,Penghasilan dari Pesanan #2307031KA2RW4X,,158628.0
2023-07-09 18:45,Saldo Penjual,7012.0,Penghasilan dari Pesanan #230707BHEE3D5W,,128062.0
2023-07-09 18:43,Saldo Penjual,8181.0,Penghasilan dari Pesanan #230707CDGVGTNT,,121050.0
2023-07-09 15:09,Saldo Penjual,103385.0,Penghasilan dari Pesanan #2307044XH4DY0V,,112869.0
2023-07-09 04:34,Saldo Penjual,2562.0,Penghasilan dari Pesanan #2307031JG262GV,,9484.0
2023-07-09 03:02,Saldo Penjual,6922.0,Penghasilan dari Pesanan #230630QQW045PW,,6922.0
2023-07-08 09:14,Bank,-813603.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-08 05:58,Saldo Penjual,51243.0,Penghasilan dari Pesanan #230629KV69MWFX,,813603.0
2023-07-08 02:14,Saldo Penjual,21126.0,Penghasilan dari Pesanan #230702VH01VP97,,762360.0
2023-07-07 23:55,Saldo Penjual,21576.0,Penghasilan dari Pesanan #2307068CHDC84P,,741234.0
2023-07-07 17:05,Saldo Penjual,5124.0,Penghasilan dari Pesanan #23070327K4T290,,719658.0
2023-07-07 03:03,Saldo Penjual,21576.0,Penghasilan dari Pesanan #230701T4887PGM,,714534.0
2023-07-07 02:57,Saldo Penjual,375782.0,Penghasilan dari Pesanan #2307030RJMFDGF,,692958.0
2023-07-06 20:30,Saldo Penjual,27060.0,Penghasilan dari Pesanan #230701TQQ5WJNA,,317176.0
2023-07-06 04:30,Saldo Penjual,29217.0,Penghasilan dari Pesanan #230630QF98QR3S,,290116.0
2023-07-05 23:25,Saldo Penjual,54825.0,Penghasilan dari Pesanan #230702VTS390KM,,260899.0
2023-07-05 19:30,Saldo Penjual,11687.0,Penghasilan dari Pesanan #23070201A0V305,,206074.0
2023-07-05 11:51,Saldo Penjual,117993.0,Penghasilan dari Pesanan #23070311MTBD21,,194387.0
2023-07-05 07:56,Saldo Penjual,11687.0,Penghasilan dari Pesanan #230702V52WAGPT,,76394.0
2023-07-04 23:04,Saldo Penjual,6473.0,Penghasilan dari Pesanan #230701T4VQC9QJ,,64707.0
2023-07-04 17:47,Saldo Penjual,2855.0,Penghasilan dari Pesanan #230629NN3NF3AN,,58234.0
2023-07-04 14:59,Saldo Penjual,3237.0,Penghasilan dari Pesanan #230701SJFCHPFP,,55379.0
2023-07-03 22:06,Saldo Penjual,30566.0,Penghasilan dari Pesanan #230630QQSCPDTD,,52142.0
2023-07-03 12:35,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230627GUM7W09K,,21576.0
2023-07-03 06:51,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230629KFMCDYBT,,10788.0
2023-07-03 06:30,Bank,-97442.0,Penarikan Dana,Transaksi Selesai,0.0
2023-07-03 05:30,Saldo Penjual,91374.0,Penghasilan dari Pesanan #230627GPCT5EG9,,97442.0
2023-07-03 02:37,Saldo Penjual,6068.0,Penghasilan dari Pesanan #230628HXUT53U0,,6068.0
