Rekening Koran - Shopee Indonesia,,,Ringkasan,,,,,Saldo,
Mata Uang:,IDR,,Kredit,,Debit,,,Awal:,0.0
Tanggal:,2023-02-01-2023-02-28,,Jumlah transaksi:,39,Jumlah transaksi:,15,,Akhir:,23926.0
,,,Total:,2089402.0,Total:,2065476.0


Tanggal,Penerima Dana,Jumlah Dana,Deskripsi,Status,Saldo
2023-02-23 14:14,Saldo Penjual,20632.0,Penghasilan dari Pesanan #230219EJXVH6TH,,20632.0
2023-02-23 14:03,Bank,-161438.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-22 23:26,Saldo Penjual,161438.0,Penghasilan dari Pesanan #230218C3S8TFVJ,,161438.0
2023-02-22 20:35,Bank,-33046.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-22 11:23,Saldo Penjual,343.0,Penghasilan dari Pesanan #230220GX24SMAV,,33046.0
2023-02-21 21:07,Penyesuaian oleh Shopee,13500.0,[Penambahan Wallet] Penggantian Dana Penuh Barang Hilang #230207DXHBCN14,,32703.0
2023-02-21 19:43,Saldo Penjual,19203.0,Penghasilan dari Pesanan #2302166DGFHMBA,,19203.0
2023-02-20 12:18,Bank,-58062.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-20 09:55,Saldo Penjual,54202.0,Penghasilan dari Pesanan #2302178Y07XPUW,,58062.0
2023-02-20 03:31,Saldo Penjual,3860.0,Penghasilan dari Pesanan #230212SYMGVHSF,,3860.0
2023-02-19 11:13,Bank,-180117.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-18 16:16,Saldo Penjual,180117.0,Penghasilan dari Pesanan #2302153SRVRYPS,,180117.0
2023-02-18 08:32,Bank,-41263.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-17 07:43,Saldo Penjual,31392.0,Penghasilan dari Pesanan #23021420M5C36M,,41263.0
2023-02-16 04:34,Saldo Penjual,21228.0,Penghasilan dari Pesanan #230210N353H1RY,,9871.0
2023-02-15 16:14,Saldo Penjual,-12000.0,Penghasilan dari Pesanan #230207DXHBCN14,,-11357.0
2023-02-14 18:54,Saldo Penjual,643.0,Penghasilan dari Pesanan #230212SB9PGA4Y,,643.0
2023-02-13 15:37,Bank,-49885.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-13 03:55,Saldo Penjual,41070.0,Penghasilan dari Pesanan #230207DHRHTUCD,,49885.0
2023-02-11 14:57,Saldo Penjual,5956.0,Penghasilan dari Pesanan #230208FETWW42U,,8815.0
2023-02-10 19:55,Saldo Penjual,2859.0,Penghasilan dari Pesanan #230207BKCR7GNA,,2859.0
2023-02-10 18:56,Bank,-40121.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-10 06:37,Saldo Penjual,18345.0,Penghasilan dari Pesanan #230206AB54PPGB,,40121.0
2023-02-09 21:04,Saldo Penjual,21776.0,Penghasilan dari Pesanan #230206B9TCDRU3,,21776.0
2023-02-09 19:46,Bank,-148797.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-09 19:30,Saldo Penjual,87628.0,Penghasilan dari Pesanan #230206B7K563WB,,148797.0
2023-02-08 03:12,Saldo Penjual,26775.0,Penghasilan dari Pesanan #2302020YX78NBJ,,61169.0
2023-02-06 10:01,Saldo Penjual,20099.0,Penghasilan dari Pesanan #2302032SK3GDAR,,34394.0
2023-02-06 03:56,Saldo Penjual,14295.0,Penghasilan dari Pesanan #230201URE98J8E,,14295.0
2023-02-04 21:49,Bank,-262539.0,Penarikan Dana,Transaksi Selesai,0.0
2023-02-04 16:18,Saldo Penjual,72619.0,Penghasilan dari Pesanan #230202VVN4WKQ4,,262539.0
2023-02-04 10:46,Saldo Penjual,123890.0,Penghasilan dari Pesanan #230202VD1PAKVU,,189920.0
2023-02-03 20:17,Saldo Penjual,26775.0,Penghasilan dari Pesanan #230201SVN72A93,,66030.0
2023-02-03 02:15,Saldo Penjual,39255.0,Penghasilan dari Pesanan #230128HYM86SM1,,39255.0
