Rekening Koran - Shopee Indonesia,,,Ringkasan,,,,,Saldo,
Mata Uang:,IDR,,Kredit,,Debit,,,Awal:,0.0
Tanggal:,2023-09-01-2023-09-30,,Jumlah transaksi:,92,Jumlah transaksi:,13,,Akhir:,125627.0
,,,Total:,6681643.0,Total:,6556016.0


Tanggal,Penerima Dana,Jumlah Dana,Deskripsi,Status,Saldo
2023-09-30 13:45,Saldo Penjual,116569.0,Penghasilan dari Pesanan #230926BXH1B9XR,,125627.0
2023-09-30 05:33,Saldo Penjual,9058.0,Penghasilan dari Pesanan #2309233YCXWJBW,,9058.0
2023-09-29 15:08,Bank,-141955.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-29 10:50,Saldo Penjual,29667.0,Penghasilan dari Pesanan #23092593AHWC33,,141955.0
2023-09-29 10:14,Saldo Penjual,32364.0,Penghasilan dari Pesanan #230926C13YDNMG,,112288.0
2023-09-28 13:36,Saldo Penjual,29577.0,Penghasilan dari Pesanan #23092584MWTR41,,79924.0
2023-09-28 08:21,Saldo Penjual,6621.0,Penghasilan dari Pesanan #2309234EGWJ8FM,,50347.0
2023-09-28 07:25,Saldo Penjual,8631.0,Penghasilan dari Pesanan #23092344P124M9,,43726.0
2023-09-28 05:18,Saldo Penjual,30566.0,Penghasilan dari Pesanan #230920SRC26UWB,,35095.0
2023-09-28 02:29,Saldo Penjual,4529.0,Penghasilan dari Pesanan #2309221CHDJ5NA,,4529.0
2023-09-27 21:41,ShopeePay,-38854.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-27 09:51,Saldo Penjual,13413.0,Penghasilan dari Pesanan #2309234U3MKFV8,,38854.0
2023-09-27 04:17,Saldo Penjual,21126.0,Penghasilan dari Pesanan #230920SUCAM7X3,,25441.0
2023-09-27 02:22,Saldo Penjual,4315.0,Penghasilan dari Pesanan #2309258VACDQHB,,4315.0
2023-09-26 20:38,Bank,-75688.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-26 19:03,Saldo Penjual,18116.0,Penghasilan dari Pesanan #2309258545652J,,75688.0
2023-09-26 04:04,Saldo Penjual,4913.0,Penghasilan dari Pesanan #230921V83G4VH4,,57572.0
2023-09-26 03:31,Saldo Penjual,5394.0,Penghasilan dari Pesanan #230919R9QVNS73,,52659.0
2023-09-25 05:00,Saldo Penjual,26970.0,Penghasilan dari Pesanan #230920SXJPFFUB,,47265.0
2023-09-25 04:39,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230921V3FK4ABW,,20295.0
2023-09-25 03:36,Saldo Penjual,9507.0,Penghasilan dari Pesanan #230919RBG2CJ68,,9507.0
2023-09-24 12:06,Bank,-69523.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-24 04:57,Saldo Penjual,2338.0,Penghasilan dari Pesanan #230919QBP4PRDA,,69523.0
2023-09-23 14:36,Saldo Penjual,3506.0,Penghasilan dari Pesanan #2309220HVSUPV1,,67185.0
2023-09-23 12:05,Saldo Penjual,53715.0,Penghasilan dari Pesanan #230920SY5100P6,,63679.0
2023-09-22 18:42,Saldo Penjual,4529.0,Penghasilan dari Pesanan #230920T76V6J71,,9964.0
2023-09-22 18:00,Saldo Penjual,5435.0,Penghasilan dari Pesanan #230919Q2RKHP1G,,5435.0
2023-09-21 19:43,Bank,-396281.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-21 18:57,Saldo Penjual,4495.0,Penghasilan dari Pesanan #230918NGN9SRV0,,396281.0
2023-09-21 18:04,Saldo Penjual,67245.0,Penghasilan dari Pesanan #230919P3K8UB6W,,391786.0
2023-09-21 17:05,Saldo Penjual,15574.0,Penghasilan dari Pesanan #230914BGNW5J6A,,324541.0
2023-09-21 11:22,Saldo Penjual,11597.0,Penghasilan dari Pesanan #230917J93EVMTK,,308967.0
2023-09-21 11:00,Saldo Penjual,206770.0,Penghasilan dari Pesanan #230918N5WE9GKS,,297370.0
2023-09-21 04:15,Saldo Penjual,90600.0,Penghasilan dari Pesanan #2309113VJ4YVX4,,90600.0
2023-09-20 22:45,Bank,-44051.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-20 19:01,Saldo Penjual,11687.0,Penghasilan dari Pesanan #230919PWVNVVRP,,44051.0
2023-09-20 15:12,Saldo Penjual,32364.0,Penghasilan dari Pesanan #230915E2N4JVNE,,32364.0
2023-09-19 21:15,Bank,-29127.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-19 02:48,Saldo Penjual,2157.0,Penghasilan dari Pesanan #2309138QU6XPB6,,29127.0
2023-09-18 19:28,Saldo Penjual,26970.0,Penghasilan dari Pesanan #230915CJSGAXQV,,26970.0
2023-09-17 13:13,Bank,-3619535.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-17 12:12,Saldo Penjual,175170.0,Penghasilan dari Pesanan #2309138H6ME7EW,,3619535.0
2023-09-17 05:10,Saldo Penjual,119926.0,Penghasilan dari Pesanan #230909U9NG5WBG,,3444365.0
2023-09-17 03:04,Saldo Penjual,58997.0,Penghasilan dari Pesanan #2309113CSUXDET,,3324439.0
2023-09-17 02:31,Saldo Penjual,2157.0,Penghasilan dari Pesanan #230909V259UCNW,,3265442.0
2023-09-16 14:36,Saldo Penjual,5843.0,Penghasilan dari Pesanan #2309138R6VT1CJ,,3263285.0
2023-09-16 13:48,Saldo Penjual,206770.0,Penghasilan dari Pesanan #230914A7DW381A,,3257442.0
2023-09-16 05:39,Saldo Penjual,1821.0,Penghasilan dari Pesanan #230909UUHE5W88,,3050672.0
2023-09-16 04:22,Saldo Penjual,10788.0,Penghasilan dari Pesanan #2309101MPRAWTT,,3048851.0
2023-09-16 04:09,Saldo Penjual,13587.0,Penghasilan dari Pesanan #2309124B3W1PT8,,3038063.0
2023-09-15 13:45,Penyesuaian oleh Shopee,16000.0,[Penambahan Wallet] Shopee Ongkir 230816T6URF5U1,,3024476.0
2023-09-15 12:36,Saldo Penjual,43710.0,Penghasilan dari Pesanan #23091375FP017S,,3008476.0
2023-09-15 06:09,Saldo Penjual,1685625.0,Penghasilan dari Pesanan #230910VC2W4JUV,,2964766.0
2023-09-15 02:38,Saldo Penjual,103385.0,Penghasilan dari Pesanan #230907Q6UYBF7B,,1279141.0
2023-09-14 08:50,Saldo Penjual,51692.0,Penghasilan dari Pesanan #230909U489F7YQ,,1175756.0
2023-09-14 08:25,Saldo Penjual,2427.0,Penghasilan dari Pesanan #230909UVNJ0GYU,,1124064.0
2023-09-14 07:43,Saldo Penjual,30566.0,Penghasilan dari Pesanan #230910148WNNT9,,1121637.0
2023-09-14 04:45,Saldo Penjual,988900.0,Penghasilan dari Pesanan #230909V86WU580,,1091071.0
2023-09-14 00:36,Saldo Penjual,1708.0,Penghasilan dari Pesanan #230908QEDTDX44,,102171.0
2023-09-14 00:12,Saldo Penjual,8540.0,Penghasilan dari Pesanan #230909UJRSBYGJ,,100463.0
2023-09-13 03:46,Saldo Penjual,15283.0,Penghasilan dari Pesanan #230907PHGA0XWT,,91923.0
2023-09-12 19:58,Saldo Penjual,6113.0,Penghasilan dari Pesanan #230909UBXNG51D,,76640.0
2023-09-12 17:19,Saldo Penjual,15283.0,Penghasilan dari Pesanan #230907NW9BP98A,,70527.0
2023-09-12 17:12,Saldo Penjual,35061.0,Penghasilan dari Pesanan #230908S4W1PHNC,,55244.0
2023-09-12 12:47,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230909TUDQM4WF,,20183.0
2023-09-12 11:41,Saldo Penjual,9395.0,Penghasilan dari Pesanan #230909U57PKFR1,,9395.0
2023-09-12 00:19,Bank,-476290.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-11 19:02,Saldo Penjual,3416.0,Penghasilan dari Pesanan #230909T26R2APD,,476290.0
2023-09-11 18:34,Saldo Penjual,9058.0,Penghasilan dari Pesanan #230909T3TS75HJ,,472874.0
2023-09-11 11:26,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230909SUTFJRT2,,463816.0
2023-09-11 11:18,Saldo Penjual,9058.0,Penghasilan dari Pesanan #230909U0JT25HF,,453028.0
2023-09-11 10:40,Saldo Penjual,2427.0,Penghasilan dari Pesanan #230908S4UC7VQ4,,443970.0
2023-09-11 05:21,Saldo Penjual,431520.0,Penghasilan dari Pesanan #230907NR4W9T7K,,441543.0
2023-09-11 05:18,Saldo Penjual,1123.0,Penghasilan dari Pesanan #230905J7TKDVNM,,10023.0
2023-09-11 03:11,Saldo Penjual,3506.0,Penghasilan dari Pesanan #230905HU7PQ69F,,8900.0
2023-09-10 14:03,Saldo Penjual,5394.0,Penghasilan dari Pesanan #230907PGUP244P,,5394.0
2023-09-10 10:03,Bank,-251572.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-10 05:55,Saldo Penjual,9059.0,Penghasilan dari Pesanan #230904ETSKTA3A,,251572.0
2023-09-10 05:15,Saldo Penjual,4529.0,Penghasilan dari Pesanan #230904EGU11VQP,,242513.0
2023-09-10 03:53,Saldo Penjual,18116.0,Penghasilan dari Pesanan #230906JBUBA9QA,,237984.0
2023-09-09 02:56,Saldo Penjual,4270.0,Penghasilan dari Pesanan #230902ANKPM4MG,,219868.0
2023-09-09 00:37,Saldo Penjual,28841.0,Penghasilan dari Pesanan #230908REQHFSSW,,215598.0
2023-09-08 19:11,Saldo Penjual,105183.0,Penghasilan dari Pesanan #230905GP920Q1Y,,186757.0
2023-09-08 14:17,Saldo Penjual,10788.0,Penghasilan dari Pesanan #230905GKV7E6QG,,81574.0
2023-09-08 07:00,Saldo Penjual,44680.0,Penghasilan dari Pesanan #230903BRK9B3DN,,70786.0
2023-09-08 03:48,Saldo Penjual,4530.0,Penghasilan dari Pesanan #230826N1FEXED5,,26106.0
2023-09-07 23:37,Saldo Penjual,21576.0,Penghasilan dari Pesanan #230906JAWKG307,,21576.0
2023-09-07 07:39,Bank,-1192929.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-07 04:09,Saldo Penjual,896940.0,Penghasilan dari Pesanan #2308315JKJR3YW,,1192929.0
2023-09-07 03:18,Saldo Penjual,103385.0,Penghasilan dari Pesanan #230831490V71N0,,295989.0
2023-09-06 15:44,Saldo Penjual,20677.0,Penghasilan dari Pesanan #230902ADEKFDFT,,192604.0
2023-09-05 21:28,Saldo Penjual,1079.0,Penghasilan dari Pesanan #230904E3RV1CFA,,171927.0
2023-09-05 14:13,Saldo Penjual,46712.0,Penghasilan dari Pesanan #23090296X48NMM,,170848.0
2023-09-05 03:45,Saldo Penjual,10863.0,Penghasilan dari Pesanan #2309016WXRERMF,,124136.0
2023-09-05 03:27,Saldo Penjual,29217.0,Penghasilan dari Pesanan #230824H3W8YAAW,,113273.0
2023-09-04 15:22,Saldo Penjual,84056.0,Penghasilan dari Pesanan #230904EFFGN162,,84056.0
2023-09-03 22:23,Bank,-153831.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-03 04:45,Saldo Penjual,116870.0,Penghasilan dari Pesanan #230826MV6Q9E9W,,153831.0
2023-09-03 04:18,Saldo Penjual,9058.0,Penghasilan dari Pesanan #230827RBMR4M4F,,36961.0
2023-09-02 05:08,Saldo Penjual,4529.0,Penghasilan dari Pesanan #230828TH793YUX,,27903.0
2023-09-02 02:01,Saldo Penjual,23374.0,Penghasilan dari Pesanan #230825KAJ7G7DX,,23374.0
2023-09-01 23:56,Bank,-66380.0,Penarikan Dana,Transaksi Selesai,0.0
2023-09-01 18:27,Saldo Penjual,4529.0,Penghasilan dari Pesanan #2308301HCVTAAM,,66380.0
2023-09-01 12:17,Saldo Penjual,58435.0,Penghasilan dari Pesanan #230829VMSQQCHG,,61851.0
2023-09-01 07:59,Saldo Penjual,3416.0,Penghasilan dari Pesanan #230829VEN2EBNW,,3416.0
